"order_id","sales_price","units","total_sales","customer_id","discount_id","product_id","sales_date","campaign_id","order_type","return_id","discount_pct"
"d2e7fa76-3dfb-46dd-b7cc-ee4e4ed35f7f","34.51",2,"69.02",918,NULL,7,"2022-07-31",NULL,1,NULL,"0.00"
"4b36f9e7-843e-4730-8d3d-d8d18f774141","94.22",5,"423.99",696,"722b4393-8418-4955-aa32-18705cf687d5",12,"2023-11-12",NULL,2,NULL,"0.10"
"d3e262e2-5f11-43ab-95c7-16f04e75f6f6","34.51",3,"93.18",563,"7af396ae-d493-455f-a018-c19258e8d533",7,"2022-05-06",NULL,1,NULL,"0.10"
"6c1ee84d-0fa1-4a5d-8131-a8e8b284484f","169.38",3,"457.33",717,"1cfe9348-00d7-40c8-a765-f75b7b460b4d",9,"2021-02-23",NULL,1,NULL,"0.10"
"aac17194-20a9-4c51-ad1c-d8cd82ecf815","169.38",2,"338.76",422,NULL,9,"2023-09-11","82fb9525-8cca-4fbc-bd94-766085bed195",0,NULL,"0.00"
"06046b4e-88f7-4f9a-8fa7-3f5591940d03","87.20",1,"87.20",647,NULL,10,"2021-06-23","7031c599-1483-4186-826e-dd7d4d8a1e96",1,NULL,"0.00"
"5a63b125-ee69-4166-877e-96509e22a469","34.51",1,"31.06",449,"722b4393-8418-4955-aa32-18705cf687d5",7,"2021-07-17",NULL,0,NULL,"0.10"
"2be2de06-3321-4e7f-903c-38e4acc5ffa9","34.51",5,"172.55",314,NULL,7,"2022-01-29",NULL,2,NULL,"0.00"
"46ff57a4-f024-48ef-a9a5-3206d6b9e1d7","34.51",1,"34.51",873,NULL,7,"2021-12-15",NULL,2,NULL,"0.00"
"a627af12-d433-49de-9a05-526056504854","39.31",5,"196.55",10,NULL,4,"2024-01-22",NULL,0,NULL,"0.00"
"2e3e08b3-f349-4ec8-acc9-cd191b4aadc7","49.81",1,"49.81",376,NULL,2,"2021-09-18","1aebc683-f587-4ecb-813d-e1a009eb6980",0,NULL,"0.00"
"65d79447-d7f8-4b76-987e-371425527ea7","26.84",1,"26.84",20,NULL,8,"2021-05-16",NULL,0,NULL,"0.00"
"fd913b90-ff25-4f87-9ab9-a1df5d94bb44","432.16",1,"432.16",132,NULL,5,"2023-01-26",NULL,1,NULL,"0.00"
"7cb786f9-f225-4028-9e2a-fc0a22c380b1","565.50",4,"2262.00",852,NULL,6,"2023-09-26",NULL,1,NULL,"0.00"
"6f7719b0-f5f2-43a6-8215-760a7cf4af0a","26.84",4,"96.62",757,"55a8e33c-cd15-4bbe-a0f6-ea5c9da1b201",8,"2021-05-13",NULL,1,NULL,"0.10"
"bcbe71ee-3289-4766-9607-53263e375ca0","44.32",5,"221.60",372,NULL,3,"2024-01-02",NULL,1,NULL,"0.00"
"44c66852-79bd-465e-aa25-49306d16d6e2","87.20",3,"261.60",984,NULL,10,"2021-06-04",NULL,2,NULL,"0.00"
"aa5cf62a-83d2-4c23-b3a2-8cce5ba91de0","94.22",1,"75.38",965,"278e1289-8561-4f2c-922b-a7531c949756",12,"2023-06-25",NULL,-1,"ddf8c953-2fb0-42f4-b728-b091a4559d34","0.20"
"e86b184f-fc39-49e7-8a19-64d8deef1559","87.20",5,"370.60",350,"d6623b78-231e-4819-b1d6-b8f0355ec170",10,"2021-09-07",NULL,1,NULL,"0.15"
"7ca98fed-65cc-4048-a487-08a07bc845a0","565.50",1,"565.50",523,NULL,6,"2023-09-11",NULL,1,NULL,"0.00"
"cc6b9b08-9540-4b36-97a1-5091f9cac3d7","565.50",4,"2262.00",179,NULL,6,"2021-02-23",NULL,1,NULL,"0.00"
"e6b9f075-cf28-4f63-844c-734badc6b084","462.17",1,"462.17",567,NULL,11,"2021-11-01","36d8ac82-08cd-4a22-b611-bb0603a85d78",1,NULL,"0.00"
"06a86c45-d859-4cb5-b46d-6d3bcfbe9b3f","39.31",4,"141.52",1017,"1cfe9348-00d7-40c8-a765-f75b7b460b4d",4,"2023-03-03",NULL,2,NULL,"0.10"
"8786dc55-4a12-4729-8f10-6b71a4cff61c","94.22",3,"240.26",979,"a21c9291-1492-43e6-99b9-752a62ee1803",12,"2022-06-03",NULL,2,NULL,"0.15"
"d23f26f1-cbcd-4132-8fa7-c7c96ea9a1b3","44.32",4,"132.96",188,"a55c4bb4-237d-4a20-a87d-4b284647ce0e",3,"2022-01-22",NULL,2,NULL,"0.25"
"b60efe4c-0c35-4b9f-9333-87281283c456","94.22",2,"169.60",931,"b05b084a-0666-4be7-ac13-d8f819faa36a",12,"2021-12-10",NULL,0,NULL,"0.10"
"ca76bad6-7908-4f09-9fb0-a35625eaa6b9","26.84",2,"53.68",979,NULL,8,"2022-08-18",NULL,1,NULL,"0.00"
"6af30614-ff5c-4125-b4d5-ad9355f9dc4b","432.16",1,"432.16",191,NULL,5,"2022-01-08",NULL,2,NULL,"0.00"
"c09aa3f2-2188-4215-ac53-2ef60986bfd7","87.20",5,"436.00",487,NULL,10,"2023-12-16","8e4b4f47-407f-4917-961d-886ce2592d81",1,NULL,"0.00"
"7069ae17-a480-4623-b758-312ffc956038","462.17",4,"1848.68",95,NULL,11,"2021-06-19",NULL,2,NULL,"0.00"
"6c6d3f60-7b1b-4f3b-beea-f9dcabd3ba80","34.51",2,"69.02",889,NULL,7,"2023-09-21",NULL,2,NULL,"0.00"
"2b3f8b20-efd9-4ace-8936-31da7b9ac8b8","44.32",1,"44.32",317,NULL,3,"2022-11-28",NULL,2,NULL,"0.00"
"104afb76-11a2-4dbc-9015-543ddfc2390b","432.16",2,"864.32",858,NULL,5,"2023-08-10",NULL,1,NULL,"0.00"
"82132964-68d2-41b6-9b44-e4d298e9e804","39.31",1,"39.31",810,NULL,4,"2023-04-03",NULL,2,NULL,"0.00"
"c5589eab-5ffb-4612-a388-d4b62ac3e0f7","44.32",1,"44.32",24,NULL,3,"2021-11-16",NULL,0,NULL,"0.00"
"432009c9-9391-4068-b7ba-fb1d19524a4d","26.84",4,"107.36",807,NULL,8,"2021-12-26",NULL,1,NULL,"0.00"
"ab53fe01-e499-46dc-bb58-a6f48a113cc8","49.81",4,"199.24",842,NULL,2,"2022-11-13",NULL,2,NULL,"0.00"
"7530b538-39b7-401d-a39c-47442c56c875","94.22",4,"282.66",687,"77a01ca7-4045-41f0-bca8-1daadb0dfdca",12,"2022-06-26",NULL,1,NULL,"0.25"
"37de4a1f-b486-42c9-a2ed-65f152613297","565.50",1,"565.50",1023,NULL,6,"2023-05-05",NULL,1,NULL,"0.00"
"cfdb6f80-3701-4b49-8924-360e77f33037","49.81",2,"99.62",920,NULL,2,"2023-08-26",NULL,0,NULL,"0.00"
"d163fe4f-2c9f-4c1f-9eda-d69c9a383ab8","87.20",2,"174.40",899,NULL,10,"2021-04-17","01ee6eba-3b41-4987-b80a-6d26aa15d287",2,NULL,"0.00"
"ada05bce-6fe0-4555-a64a-6a027dae6cfe","34.51",4,"138.04",547,NULL,7,"2022-08-18",NULL,-1,"1023e480-bfed-48b7-802c-ba2d5581848b","0.00"
"acf47d87-5e37-4e5d-9521-d085864fffdc","169.38",5,"508.14",664,"535fb35d-54f8-496d-b32c-9ae380859a72",9,"2023-07-04",NULL,-1,"c777c56b-a8c2-46d7-a442-d9a28c8e4e17","0.40"
"15f8755b-4c2b-4c82-894f-da34b1372298","39.31",3,"117.93",989,NULL,4,"2021-07-19",NULL,2,NULL,"0.00"
"7d8379c4-92f4-4497-bf44-62e163e4b988","44.32",4,"177.28",1025,NULL,3,"2021-09-24",NULL,1,NULL,"0.00"
"8337b239-ff6e-4b12-a47a-57fb32bad09e","49.81",4,"169.35",824,"504573b0-15ed-4490-8b6f-d4d7d46dfdcf",2,"2023-11-22",NULL,0,NULL,"0.15"
"39e6b5a2-cd79-4c7a-998f-ed10ae3d3521","432.16",4,"1728.64",846,NULL,5,"2021-06-02",NULL,0,NULL,"0.00"
"13fba42e-1286-418e-8985-6c0a7e83bc31","26.84",3,"80.52",675,NULL,8,"2023-05-26",NULL,2,NULL,"0.00"
"8a2efeb1-e95a-4d55-9365-b016fe234c49","49.81",2,"99.62",281,NULL,2,"2021-07-22",NULL,-1,"ba335190-8d67-4ff0-bdfc-854665605ae4","0.00"
"795c4d76-fcfb-424a-a0a6-97589addc464","39.31",4,"157.24",221,NULL,4,"2023-03-25",NULL,1,NULL,"0.00"
"820a6dde-58e6-403c-afa5-c075e3f47b87","565.50",2,"1131.00",428,NULL,6,"2022-03-08","fbc1d655-1924-418d-bd53-9820fce4e0e8",1,NULL,"0.00"
"f10b5207-677f-4da0-9bf8-93941ebb4e2b","94.22",5,"471.10",598,NULL,12,"2021-12-19","000b130a-ee63-487a-a0b6-78050e16bdc9",0,NULL,"0.00"
"db322632-ebca-4a27-ad98-86df12380e14","39.31",3,"100.24",441,"504573b0-15ed-4490-8b6f-d4d7d46dfdcf",4,"2024-01-17",NULL,-1,"a133a1eb-97b5-4b60-ac34-479ff7663733","0.15"
"8d8d523d-fe36-467e-9f27-8574f16324cb","565.50",3,"1696.50",1003,NULL,6,"2021-08-18","1562d187-f4e7-4ea4-92ad-4ef57621abcd",0,NULL,"0.00"
"186e0457-b88c-45a3-a25b-966d0bfe18f9","169.38",3,"508.14",891,NULL,9,"2023-03-27",NULL,0,NULL,"0.00"
"276f8f43-1d24-4e1a-a75a-2bf4dd663cf2","34.51",4,"117.33",702,"99fb209d-a463-48ba-a527-2ecd06e7e7ed",7,"2021-08-31",NULL,0,NULL,"0.15"
"0a65d519-2429-4d18-b761-3175604ec4fb","169.38",1,"135.50",59,"a795382d-c378-4c51-bbed-db13ee84306f",9,"2023-08-24","d40bcd6f-9380-4de0-828d-bad711b80fa1",0,NULL,"0.20"
"cc826d45-a2f6-49ce-83b9-70e75a0fbe38","169.38",5,"846.90",11,NULL,9,"2022-01-22","36d8ac82-08cd-4a22-b611-bb0603a85d78",1,NULL,"0.00"
"eea2f85a-a3d1-4d4e-a8de-8d23e83fcc56","34.51",4,"138.04",335,NULL,7,"2022-11-28",NULL,1,NULL,"0.00"
"ca7f5582-f77f-4352-a9c5-9302657f734b","44.32",4,"177.28",591,NULL,3,"2022-10-03",NULL,1,NULL,"0.00"
"b9f31e44-f141-40b1-8c5d-644a8aa572a7","462.17",4,"1571.38",12,"6ab9f83b-8ea6-4621-8376-f9b9c528237c",11,"2022-10-02",NULL,2,NULL,"0.15"
"50042cf8-81c0-4648-a576-fc11bf685797","462.17",2,"831.91",782,"a7d9a8bd-a193-41a7-9582-b123df6f6b54",11,"2022-02-25",NULL,2,NULL,"0.10"
"dd1eae6a-2d4e-4b45-993f-235564a4dadf","87.20",3,"235.44",795,"3f899cb2-9312-4112-9571-502cb47c5766",10,"2022-04-14",NULL,1,NULL,"0.10"
"ddc7f73e-7108-44f4-b97f-f7ef61b40d20","39.31",3,"117.93",21,NULL,4,"2023-07-17",NULL,0,NULL,"0.00"
"a0f6a363-392f-4a7f-bc4b-bf73c27b4dda","169.38",4,"677.52",634,NULL,9,"2021-03-19",NULL,-1,"8143fb58-80c3-498a-b34c-32f856bef7ac","0.00"
"9a03cf31-fa77-4ed2-8b12-32461b76f59d","87.20",3,"261.60",226,NULL,10,"2022-09-27",NULL,2,NULL,"0.00"
"40d43d4b-d3aa-4c1d-ba1b-a681bdccb4e8","39.31",2,"78.62",645,NULL,4,"2022-10-04","36d8ac82-08cd-4a22-b611-bb0603a85d78",1,NULL,"0.00"
"dd73c6c1-c709-4fb0-8eb9-7e469cc5ac77","462.17",5,"1964.22",616,"93fb033a-78de-4959-97d9-c0c981b7c1f5",11,"2024-01-02",NULL,0,NULL,"0.15"
"95f1f7a0-a29d-4443-b821-5a9f5b81b9c8","432.16",1,"432.16",610,NULL,5,"2022-01-13",NULL,-1,"326112e4-076a-4dd7-8156-b4765eb5faa0","0.00"
"44c0b36e-93a5-4a8c-b467-b261df3b657b","432.16",3,"1296.48",149,NULL,5,"2023-11-24",NULL,-1,"e84d2b8e-ad97-4ec9-9a79-6c1e1f34e2cc","0.00"
"eea10a71-6c55-4267-9dc3-8dc6c355dc93","169.38",4,"677.52",984,NULL,9,"2023-05-24",NULL,2,NULL,"0.00"
"9be5268d-38a8-4757-974b-7bdfc425e9e4","462.17",1,"462.17",222,NULL,11,"2023-09-25",NULL,1,NULL,"0.00"
"661ed7f8-9d65-44a3-9763-c58df8f267ae","432.16",4,"1728.64",15,NULL,5,"2021-07-30",NULL,-1,"768294f4-a4db-4132-ab9b-81ebf9217003","0.00"
"c62abd9e-258a-43a6-958f-0590a1ecedbe","565.50",4,"2262.00",438,NULL,6,"2023-03-08",NULL,1,NULL,"0.00"
"247dff7c-973f-4151-85c5-30f12d39599d","34.51",3,"93.18",603,"3f899cb2-9312-4112-9571-502cb47c5766",7,"2022-04-03",NULL,0,NULL,"0.10"
"17fd0355-29c9-4e6d-a969-19093e192833","87.20",4,"348.80",428,NULL,10,"2022-10-29",NULL,0,NULL,"0.00"
"16ca3fb7-0d53-4981-a282-8052776a812b","94.22",5,"471.10",769,NULL,12,"2022-01-25",NULL,1,NULL,"0.00"
"b581cbf3-5ae8-4586-a97f-593a7d3aaf0d","44.32",4,"177.28",409,NULL,3,"2021-09-16",NULL,-1,"078fca50-2639-4860-8257-fe0b159a6f07","0.00"
"262c0e3e-e756-4506-9190-606da1a4d1c3","87.20",2,"156.96",57,"388b7a79-b2e4-448c-96a0-8832a42da4e0",10,"2023-10-30","26be4e5d-24c5-4aaa-9172-e6b1c2772ebc",1,NULL,"0.10"
"f1f86b63-4817-40b2-85d9-2ef514c77e0a","169.38",1,"127.04",590,"e65436bd-0f06-4d36-b59c-98d39e94e141",9,"2022-07-26",NULL,-1,"342c8bc7-b28d-458e-abf5-29942d9b37c0","0.25"
"6bfc67c6-0be8-4360-97d3-c57b8c4e30ca","34.51",3,"103.53",317,NULL,7,"2021-03-04",NULL,1,NULL,"0.00"
"b5e17233-18bd-465f-a392-15461ddb2769","34.51",2,"69.02",538,NULL,7,"2022-05-10",NULL,-1,"b3ca3bfb-fd77-4b2d-b1ed-f279567d7766","0.00"
"485cf43b-fbe2-4669-ac24-1590fe6c5e08","462.17",4,"1571.38",969,"daea2785-7dfa-4b31-ba7c-053b8b718ccc",11,"2023-06-03",NULL,-1,"86a22385-7ccb-411d-bf9a-c0e020950d1d","0.15"
"931795b2-96da-4375-ad19-e9cef19ab129","39.31",5,"157.24",342,"9350a240-bca2-4f4a-8c2d-222641da6f10",4,"2022-01-15","7031c599-1483-4186-826e-dd7d4d8a1e96",2,NULL,"0.20"
"f9c5812e-39d6-43a0-a18e-430cd24ff774","169.38",1,"143.97",156,"47bd55e8-7869-4a8e-89bd-5bcc35c25e93",9,"2021-05-24",NULL,2,NULL,"0.15"
"fc7c15b7-f40d-4500-88f9-536f0fd46725","49.81",2,"99.62",716,NULL,2,"2021-11-17",NULL,-1,"e92a15eb-ae41-427c-b531-4ea110301f8c","0.00"
"f1bb4c7e-d2e3-430c-b681-4e8c7592adf6","44.32",2,"88.64",946,NULL,3,"2021-10-03","3f25ae45-7037-4c2a-8b8c-e7213bf5b542",-1,"158d7bae-e8fd-4dd7-ab61-b9346487e9b1","0.00"
"2716a0ae-dba6-4a2e-98e1-9006e65deb4d","462.17",3,"1386.51",371,NULL,11,"2022-09-02",NULL,1,NULL,"0.00"
"2f7c87a2-7267-4b21-ac8a-51e0bf686906","87.20",1,"87.20",136,NULL,10,"2023-12-11",NULL,-1,"c440fa89-aae2-477f-9bb3-a507133fcd88","0.00"
"a915c675-5759-4baa-b4b9-d04e3008bef7","94.22",3,"282.66",929,NULL,12,"2023-08-22",NULL,1,NULL,"0.00"
"45d91563-dba6-41bf-a1cd-e2c1ea0642a9","44.32",3,"132.96",545,NULL,3,"2022-08-13",NULL,0,NULL,"0.00"
"6bf5192e-032d-432d-a5a8-edc3e3c5dfa0","94.22",5,"423.99",32,"55a8e33c-cd15-4bbe-a0f6-ea5c9da1b201",12,"2021-01-29",NULL,1,NULL,"0.10"
"487a4a68-b8c8-4901-8556-83dc35e83b5b","432.16",3,"1296.48",578,NULL,5,"2023-01-06",NULL,0,NULL,"0.00"
"c04ea7bc-46a2-4607-b7b1-7c9ac2b25d42","39.31",4,"157.24",826,NULL,4,"2022-08-23",NULL,2,NULL,"0.00"
"3375b829-72d8-4325-b7c6-08a20c0c687a","565.50",5,"2544.75",142,"360900a4-a86f-4c32-8867-d21148d84647",6,"2023-10-02",NULL,2,NULL,"0.10"
"dd2a5fa4-91ed-4a33-b435-56f76ecc9ecd","169.38",5,"846.90",857,NULL,9,"2021-04-23",NULL,0,NULL,"0.00"
"7483c90d-ff08-4fb9-adba-76075dca432e","565.50",3,"1696.50",116,NULL,6,"2021-04-01",NULL,2,NULL,"0.00"
"50ba3e1d-d32c-458d-84c9-f4103600b2e7","26.84",4,"107.36",1005,NULL,8,"2022-02-15",NULL,1,NULL,"0.00"
"10f91c55-5d5e-4e89-ba42-4cc5174f07fe","462.17",1,"462.17",718,NULL,11,"2023-02-03",NULL,0,NULL,"0.00"
"6f022f1b-d6db-4052-9d2e-86ee77f80fb7","26.84",2,"53.68",687,NULL,8,"2023-01-08","3f25ae45-7037-4c2a-8b8c-e7213bf5b542",1,NULL,"0.00"
"7730549f-1541-4bc6-b785-4ce6b1a967a5","87.20",2,"148.24",609,"f232a178-df21-460a-96ab-b488b7a84bc3",10,"2024-01-04",NULL,2,NULL,"0.15"
"061c50be-177e-42c8-a29e-a7dbb32faab3","39.31",3,"117.93",281,NULL,4,"2021-05-04",NULL,1,NULL,"0.00"
"19bc6c25-1474-4cb7-b034-8c2c51e2f266","169.38",2,"338.76",338,NULL,9,"2022-12-11","fbc1d655-1924-418d-bd53-9820fce4e0e8",1,NULL,"0.00"
"a3c309e4-1c32-4bc5-8436-6b0516772a3f","565.50",4,"2262.00",886,NULL,6,"2023-02-14",NULL,1,NULL,"0.00"
"1e50c6f6-009b-4d23-bc21-81c14210a6ba","94.22",1,"94.22",410,NULL,12,"2023-10-15",NULL,2,NULL,"0.00"
"e90ba646-e78b-40eb-860e-fb2e1041fd53","26.84",1,"22.81",502,"f0c814da-90de-458d-b4e0-97df70421f3d",8,"2023-03-14",NULL,2,NULL,"0.15"
"55973678-b2ca-4957-bbbe-747d6127dccd","39.31",1,"35.38",189,"a7d9a8bd-a193-41a7-9582-b123df6f6b54",4,"2022-02-04",NULL,2,NULL,"0.10"
"bc59d065-55ba-415a-b6f6-f4023e3a5fe2","94.22",5,"471.10",170,NULL,12,"2022-05-01",NULL,1,NULL,"0.00"
"8e86784e-0899-4d5b-b50d-2837be239eb5","169.38",4,"677.52",925,NULL,9,"2021-04-26",NULL,1,NULL,"0.00"
"d777b774-8201-43e2-aac0-34d734bc7ebe","565.50",5,"2544.75",608,"3f899cb2-9312-4112-9571-502cb47c5766",6,"2021-08-05",NULL,0,NULL,"0.10"
"07303176-bb71-4eb5-b33e-29638a370204","26.84",5,"134.20",769,NULL,8,"2022-01-21",NULL,0,NULL,"0.00"
"3ec59689-d187-4137-bf4e-9fd9146cc795","565.50",4,"1922.70",26,"7a1efdd4-efda-4e26-b434-3c7d781a92e2",6,"2022-06-15",NULL,0,NULL,"0.15"
"e118a6a2-ebf5-4f50-98ac-14f24ea38097","39.31",4,"157.24",227,NULL,4,"2023-07-10",NULL,0,NULL,"0.00"
"4cee3f20-ad4e-40eb-b265-d019d22d7ea5","49.81",4,"199.24",889,NULL,2,"2021-02-16",NULL,2,NULL,"0.00"
"cfeeba8a-95c0-4d8f-a6e2-b8e78e1c8ce1","432.16",3,"1296.48",330,NULL,5,"2022-01-10",NULL,1,NULL,"0.00"
"4c12abcb-49f0-4d9e-9aee-6b8798664f56","462.17",2,"924.34",51,NULL,11,"2022-08-10","36d8ac82-08cd-4a22-b611-bb0603a85d78",1,NULL,"0.00"
"9c72d87a-4fe7-4f11-ad3b-95775fdf0d18","94.22",2,"188.44",477,NULL,12,"2022-01-05","3f25ae45-7037-4c2a-8b8c-e7213bf5b542",1,NULL,"0.00"
"75c0630d-b9a7-49d7-9445-0eb14a740d93","39.31",3,"117.93",157,NULL,4,"2023-02-05",NULL,1,NULL,"0.00"
"a878d1e7-15ea-40f2-b1ee-b4f3167aa68f","44.32",3,"132.96",541,NULL,3,"2022-03-15",NULL,0,NULL,"0.00"
"03d4be26-2b4b-4e15-9740-97b47fc5b773","565.50",3,"1696.50",966,NULL,6,"2022-02-01",NULL,0,NULL,"0.00"
"475dbb3b-5f5e-48fa-ad7f-942f3f55f0a3","169.38",4,"677.52",616,NULL,9,"2023-07-16","82fb9525-8cca-4fbc-bd94-766085bed195",0,NULL,"0.00"
"91d7832b-61dc-4ff9-ab37-a2e478c949eb","39.31",4,"157.24",661,NULL,4,"2023-12-18",NULL,2,NULL,"0.00"
"dd271d77-48a3-4030-917f-009d5b484559","432.16",1,"432.16",953,NULL,5,"2022-10-05",NULL,2,NULL,"0.00"
"47f58c23-23f9-4ae1-8bd2-de7ae0f53a24","94.22",2,"188.44",512,NULL,12,"2023-08-26","8e4b4f47-407f-4917-961d-886ce2592d81",0,NULL,"0.00"
"293f4d1e-5aea-4592-bbea-906ab85757bb","462.17",4,"1848.68",571,NULL,11,"2022-12-12",NULL,0,NULL,"0.00"
"4fd3c943-bdc4-43db-b29e-42745c0fda57","94.22",3,"282.66",89,NULL,12,"2023-07-05",NULL,2,NULL,"0.00"
"e8f50525-aabb-402c-b440-4c5c9ac281b9","44.32",2,"88.64",437,NULL,3,"2022-02-18",NULL,0,NULL,"0.00"
"9249bb24-4c72-4642-a2ed-87378ece52e1","169.38",3,"508.14",518,NULL,9,"2022-07-23",NULL,0,NULL,"0.00"
"7d8158ba-8813-47fa-896b-d3dfe3c558fe","44.32",1,"44.32",222,NULL,3,"2023-05-21",NULL,0,NULL,"0.00"
"715f019e-d8f0-4b8a-a1f1-0f627a11b9bc","169.38",4,"677.52",363,NULL,9,"2022-08-05",NULL,2,NULL,"0.00"
"53dd0526-f52f-43d6-93a8-6e7a1f6ba761","87.20",1,"74.12",336,"7a1efdd4-efda-4e26-b434-3c7d781a92e2",10,"2022-04-22",NULL,1,NULL,"0.15"
