"return_id","order_id","customer_id","product_id","concession_reason","return_date"
"6cd70bb6-c66d-4708-a9c4-71a7558df748","c99e34e2-8fae-44c8-ab6e-b1518ad34cdc",892,3,"Changed mind or no longer needed","2022-11-08"
"234dea53-2705-4e4e-a58a-4a85601cafa5","b7bb20b3-acb2-472c-8e97-0393b0d052a2",41,11,"Changed mind or no longer needed","2022-07-17"
"00d6a450-aa0b-4611-b8c4-f5ed1b8f7490","861a0efb-b796-47a9-8fe1-101b885c51e8",152,11,"Received the wrong product","2023-04-04"
"0382d905-5a1e-4809-aa5a-a87f7b946dc8","500746f1-4918-4be6-aeec-c52489d6fe58",521,9,"Changed mind or no longer needed","2023-05-05"
"ded98f8c-6cf2-4ddc-9e3c-c18048049f82","2b5d79ab-103e-47b8-9070-3c0fc419cf78",925,7,"Product not as described","2023-11-29"
"d4a6a0e3-2902-453d-9c50-349eee32d98c","51b85414-9c1c-4fcc-9d0f-ce4988b5bb94",832,12,"Received duplicate items","2024-01-06"
"968217df-ffb7-4d99-8564-2d03e83f1ac7","2e9fe7a8-78cc-43e4-8455-83ed14e06e6d",192,8,"Received the wrong product","2023-03-18"
"e3cab2f0-681d-437a-93aa-fcc57880b171","6d7de05d-7c6f-4e0b-95ce-870781fabf31",1026,4,"Received duplicate items","2023-07-22"
"f4d7c207-f6ec-4842-b41b-e08ed7047d0c","a2be4426-f9b6-4431-8d5f-366d433bc145",951,9,"Quality did not meet expectations","2023-11-20"
"97858a2a-a3d1-433b-8f40-09fda01aa5dd","868b8460-bf02-48ad-a5ba-2d316c15c088",619,8,"Received duplicate items","2023-10-26"
"1f7cc7fa-2742-4cd4-bbca-95ac35246c1a","a5f09495-7249-4a0d-8965-09d8236caa8f",173,8,"Changed mind or no longer needed","2023-11-20"
"32cede73-1fc0-4d3a-8fd4-3dae2374089f","93c0b5cb-f9f8-4b4e-9d0b-8e43192e4054",188,9,"Quality did not meet expectations","2023-08-01"
"fdb8d5b8-711b-4592-83da-827c844e1513","617876a1-48cb-4fcf-bbfb-466a3c1d4315",258,12,"Received duplicate items","2023-04-16"
"916dfe1d-e7ab-457a-bc60-68df3e5f6aee","d3b5c590-e843-4943-b144-db542e181f5e",165,5,"Item arrived damaged","2023-04-29"
"107b4091-8e76-4d23-a89d-52d482414bf9","0177169a-4359-45ba-b9b2-09fdb9407225",584,3,"Product not as described","2023-12-27"
"5e1c883c-6b08-48a3-af58-40059b8156ce","99770d4d-8a49-49de-88f3-7eb8384c8fdf",850,10,"Item arrived damaged","2023-01-13"
"44d31b45-a980-48b6-8148-935186e8f38b","9effe37f-984d-4f8a-842e-8c2bdb99340a",288,6,"Late delivery or shipping issues","2021-09-16"
"a6708e28-8371-4bdb-b0ec-0867e0f1367f","b8ee47eb-1148-4598-bbf9-6e92ac9ccf21",689,12,"Item malfunctioned or didn't work","2023-03-12"
"3191e395-72ae-42b4-b104-30e3c67ddd27","a817113e-ad61-4efe-8dbc-034d7ef043a9",183,6,"Item arrived damaged","2023-12-14"
"3c0b1e24-bc9c-43e4-bf05-efe966bd6ef4","192ce218-506f-4527-ae0e-a9e1f2c266db",55,11,"Late delivery or shipping issues","2022-07-25"
"41c61f85-9949-41dd-95f7-4334a4262fd9","49796daa-1ea6-4def-bf6d-c5a021e124ed",193,11,"Quality did not meet expectations","2023-05-16"
"89fc851b-306f-499a-9558-4e87cf4302c0","c00eae16-78b0-4d7a-a619-5828d2543c69",345,9,"Item arrived damaged","2022-03-04"
"4bdb0961-d41f-4007-be0f-784d00fc13cd","46920310-a3fe-49c8-a426-352d4271139c",207,12,"Received the wrong product","2022-01-16"
"4cc5aba4-ba3c-4fa9-a972-3ff6fa7e72f5","fc48b7f7-8be0-4960-866a-d08ecdcb64b5",353,3,"Item arrived damaged","2022-05-15"
"6074623e-44c5-4ca3-a728-aaca00e3a51f","9698a3ab-c64a-478d-b97e-0ff3acc14745",290,6,"Item malfunctioned or didn't work","2023-12-25"
"1eef1051-f851-4c9a-afd9-2bf3e97290ea","56895d13-5a13-40f8-a909-8606321cdf01",824,12,"Item malfunctioned or didn't work","2022-01-21"
"0c52dda3-a633-433e-b2d9-0ded398c69ff","7a4b3c74-cecf-4f1a-b348-0bfda37aac10",602,10,"Changed mind or no longer needed","2023-08-23"
"5cdf67c4-ab21-46aa-a069-abd837c7c9f5","82c120a1-0a35-4e9e-915e-d4b06b891372",727,12,"Item malfunctioned or didn't work","2023-05-20"
"337562d6-0c5d-4fc0-a10a-3220c57bf531","4488fcb7-7d9d-48bc-9aaa-bb0daca472c6",851,10,"Changed mind or no longer needed","2024-01-19"
"84fb0987-14b3-43b2-8727-9d732a906476","79dd45c4-4224-4a0e-8cb6-620f8603765a",46,3,"Item malfunctioned or didn't work","2023-03-15"
"6d572a5f-c327-4c16-acaa-d11b7874fca1","0b173074-f298-4b17-ba1c-97c09bd8dbf3",961,9,"Received the wrong product","2022-02-02"
"72cdfae6-08e1-4322-be17-9d1b84a25b19","5840a555-1a9c-4b9d-91ef-282801e315c3",956,6,"Quality did not meet expectations","2024-01-18"
"82560527-859a-435f-8483-3c4cae2aa6ad","303e41b4-1b13-4f5c-b2f0-79903720b4f7",195,12,"Changed mind or no longer needed","2023-02-11"
"79014e84-bfa8-4b90-9e32-5a31bee031ff","f538ef6c-dfa0-4976-8a69-8438f539c19d",888,4,"Quality did not meet expectations","2022-02-24"
"fadeb5ff-a87f-4c2e-8f74-af8cda29f072","a7674f3a-c72b-40f4-aab5-9d932e6dfcc7",629,10,"Item arrived damaged","2021-11-03"
"df75e2b8-5dea-4bbb-a898-062f8d337674","090af5fc-340d-409f-98c7-a96f2eb39eec",45,3,"Received duplicate items","2023-12-06"
"ac41375b-f16f-4285-a07e-8b0b8f8a5146","230dc45f-1d97-47f3-af51-17e66909e9a5",972,5,"Item arrived damaged","2023-10-22"
"94b88081-aabd-4226-b47f-4004830430f2","c8ddaffe-936b-409f-852a-a03e99bbbec9",239,2,"Received duplicate items","2023-11-01"
"49764ad5-1293-4cbd-970c-733e6e268e78","03d6e1f0-7490-4f98-9ed5-c3229a235e6d",149,6,"Item arrived damaged","2023-06-29"
"df48480a-5fc1-4338-bfd0-35515cadfb1e","999c074a-e4bb-4f6a-9b0d-be9cc48866c0",205,2,"Quality did not meet expectations","2023-10-23"
"d9b22429-0b63-4a42-87a0-0ea9de77455f","8149b4b9-1e07-472b-b788-aae645340ae2",1017,4,"Item malfunctioned or didn't work","2023-09-01"
"ffd84d91-3ae6-460e-b546-c1c645908fb3","9e4c12d6-a3bb-45b2-8f22-0e72269a476c",386,2,"Item arrived damaged","2023-10-16"
"ac985eb7-5e14-44ae-a996-cfa2faebd542","9d5827ec-66a1-4571-b9c1-ea24b7fe23c2",996,11,"Received the wrong product","2023-11-12"
"e5eb96e8-58db-4720-800e-fcf9ae96dd5a","2ae9d856-decc-4bb1-bc35-93638664e51e",642,4,"Product not as described","2023-04-05"
"75e8c2dc-0cae-427c-bcdf-c9102a0b8487","f3306060-40f6-4771-94e3-940b202a35a4",110,4,"Changed mind or no longer needed","2024-01-06"
"965e1ce8-7890-4a65-b458-311a1702ea36","3502ca03-820c-4c8b-8f71-ebcd7281d564",930,5,"Quality did not meet expectations","2022-10-21"
"72b745d9-b095-416f-8b84-b9e10c3edd36","6ddc0ce7-63dc-4bc6-827f-0de55f056b15",8,4,"Item malfunctioned or didn't work","2023-08-19"
"483ad163-240c-47ba-b521-bae896872190","39a9e08a-37a6-46f8-b75d-e62ee618f249",993,6,"Item malfunctioned or didn't work","2022-12-19"
"f06b7344-b749-4407-8e0a-5ffefde797a1","5e4b5b58-a8ff-4b57-ac54-242bcae46aea",406,12,"Product not as described","2023-11-14"
"6ce85982-5753-4a07-8439-6b8876e5e991","03c1cc1e-29c5-41a3-b307-44a222177ee4",557,2,"Received the wrong product","2023-02-22"
"6f47da83-4845-45c8-ab56-71a195a1865c","ec060553-d2fd-47e0-ba5b-be7785dec4b9",570,4,"Received duplicate items","2024-01-23"
"09c68c86-bb88-409d-aa0e-6eae2e5db143","a38b6e53-bfac-4b96-917a-b861b0ba1e77",117,7,"Changed mind or no longer needed","2023-12-29"
"04958d21-d69b-410f-a172-0dc044c5f1dd","6bff9607-aafc-4ccb-9be1-2fb85622b8ae",913,7,"Item malfunctioned or didn't work","2024-01-18"
"9c2295d9-3ad8-4f00-b407-73212cb9a381","97b27f18-e7c3-4b2b-b1a1-6f79a5b7fcbf",790,2,"Changed mind or no longer needed","2021-05-19"
"935cbbc2-2259-4ec1-8af3-349fd689be04","63dd2581-170f-4a01-90fd-a069f16118ca",213,12,"Item arrived damaged","2023-01-07"
"a0574dc9-8a25-42ff-9079-c67e76ccc755","ec36b812-912f-4c94-8a3d-12c4976482d8",703,10,"Item malfunctioned or didn't work","2021-11-16"
"4eeea5ca-1743-4bee-9da0-d227efc0cc4a","b6945924-9c2a-483c-9ae9-cb2003b2e9f9",231,7,"Received duplicate items","2023-11-27"
"45f7e040-d01e-47a5-9fa5-e6ca6f812dbc","adade183-776a-41e9-b669-4cbd8fc7b8af",973,7,"Late delivery or shipping issues","2022-07-24"
"9312b24a-18dc-4d75-8da4-431046afd825","3e0b196e-ea34-4481-a725-cf73e00cee56",457,3,"Quality did not meet expectations","2023-04-13"
"6977706e-8cf5-488c-83c6-ae7a0f73383a","5ee23d53-7712-4c97-bc81-2f57cc700166",697,10,"Received duplicate items","2023-07-03"
"d9a24f3a-29d4-4fa4-a038-aa36a57b8364","a129d66d-f3e4-46fc-b46e-e05275d924fa",290,10,"Late delivery or shipping issues","2024-01-09"
"6069c94b-f416-4c86-be1f-0d7ed4322dfe","338ecfd0-930d-441c-b5b2-6bbb3c3ff9bb",615,9,"Product not as described","2023-10-13"
"9782004f-e277-4f1c-a768-19b85dd7d3d6","24339957-853d-4213-b3a1-35ef67a506a3",607,4,"Received the wrong product","2024-01-23"
"a295717e-c294-4332-8dea-6d4a4a5e811e","2d49612b-c726-43ad-b2f4-a0d24ee596a0",521,3,"Item arrived damaged","2022-07-24"
"a8a6d443-7ac7-4c2f-9f63-ddedabc0e001","5d4e42c1-7d21-4988-9cbf-1d2bee56f1d4",582,6,"Received the wrong product","2023-03-07"
"26c8f4f0-71af-47c9-b105-700f7b4d5682","2a650473-3411-4556-b2be-167069f277ea",59,2,"Quality did not meet expectations","2023-11-30"
"1091b0fe-4bd6-4e0e-8324-f2f24ba022b2","4f21c7c8-0d4a-4fae-93a0-4d31c6309524",80,4,"Product not as described","2022-04-01"
"f8a81cf7-d426-417d-aece-88c26dc87d62","76057f56-d1dc-4e46-8b27-fc9d96ca77b5",241,8,"Received duplicate items","2023-12-29"
"ca6490a8-38a3-42d9-90a1-2a99cb11e852","11dc95d0-da4f-4eb4-9cba-d62e18ae0ef9",415,8,"Received duplicate items","2022-03-24"
"52860ca8-f0e2-435a-9b2b-9121cda8355b","f45642bd-d7d4-4ffc-8f6a-e6be377208f1",502,6,"Late delivery or shipping issues","2023-12-21"
"06c484af-0a44-4e35-919d-f9c94b0e84e6","528bad33-0bc4-41b9-9844-c16f2a6d035e",722,12,"Item arrived damaged","2023-07-31"
"f4f36510-68c1-45fa-bff6-df1c101d2cb7","6210985d-9e26-4c64-afb1-1ba0f612b0bd",1027,10,"Product not as described","2023-11-12"
"8e7855de-6f37-44a9-8ed7-57c9fd075277","bfd19765-f5c4-4a79-ae31-af680915d547",85,3,"Product not as described","2023-12-26"
"6cb7e9c7-f78d-4ed9-887d-e5dd62d09280","6143fc61-a02c-4ef9-8a01-e8df60453e05",472,4,"Product not as described","2023-12-23"
"10f3b0f6-219c-4fed-8718-e86c7ae0afc9","9d31de7e-cb2f-4f29-a76b-26812bac4ba7",207,7,"Late delivery or shipping issues","2023-04-04"
"c78b721c-d037-42c2-87a8-f2a4471c089d","dde66c62-2dd2-4fe1-9aa7-ecffe2bd638f",598,10,"Received the wrong product","2023-09-05"
"4dfedccf-67e5-4b7a-b055-7544285c7ef0","281eb5b7-5bbb-4f6a-b160-02e524fc81df",684,8,"Received the wrong product","2024-01-06"
"96800b0e-f406-429b-aecd-6bbfb3bc6c3d","41ec51c6-1d23-420a-a0b5-68f7213c8bb0",968,2,"Received the wrong product","2023-06-11"
"8e3f96a4-aa74-4f77-ba76-97327805f515","e57e4ea0-f741-43e1-91aa-5d9819bb2792",137,3,"Late delivery or shipping issues","2024-01-13"
"01d15bdd-a3bc-4b83-a783-3ac2d9570d75","477d7d61-4c23-4258-830b-5f50c4b14e02",678,10,"Received duplicate items","2023-01-21"
"0bbddbc5-52c5-4745-aa25-3dc9b56abf66","93739c91-f4d9-4cfe-839c-8a169798a2bb",346,5,"Product not as described","2022-10-07"
"4b543838-f76f-4405-971f-bcf7c76a1314","505d6844-6731-469d-b033-59d798a4c791",593,10,"Changed mind or no longer needed","2022-03-26"
"001c87bd-2116-4b75-a873-fffe4756b23c","18d41ca4-d918-433c-a15e-90763881021a",58,10,"Item malfunctioned or didn't work","2023-11-17"
"95c7602f-af2f-49e4-a49c-87462fdfb8d2","df594d34-294c-4367-b807-816d797569e5",235,2,"Quality did not meet expectations","2023-05-05"
"8145d506-fa92-46c6-8d75-775e2ce16e62","4296e32a-c0b0-451a-bf3e-d0b2c4f40a6e",169,10,"Received the wrong product","2022-02-16"
"9e32c241-06aa-4d7d-b224-4451f14dc39a","e14278be-ab31-42a4-a9a1-34db0a5c7dab",837,8,"Late delivery or shipping issues","2023-11-29"
"5909fe84-3147-4aed-9686-e19070c70489","2bfb4eaf-c2ca-4c64-b093-632b5b8dd976",136,3,"Quality did not meet expectations","2023-10-01"
"354ede40-3267-4b3d-af7e-f283d05dc30c","4ce7e685-9f7b-46a2-948f-7959fc451497",927,4,"Late delivery or shipping issues","2024-01-24"
"5f8984fd-8e36-4518-bcc2-6e227451e939","5e703933-0df1-4f47-8c7f-44ee1a0261cc",394,7,"Item malfunctioned or didn't work","2022-08-25"
"d700a082-7db1-49da-9d0a-146ff8880f9c","150d0c9a-4ed8-463f-90a9-e2015c717633",1011,8,"Received the wrong product","2023-08-18"
"a47e7af3-246d-4578-bb0b-49a59608ff41","4e4b5628-e810-4bf5-a291-d2120d0c407d",742,4,"Changed mind or no longer needed","2023-11-10"
"4d464cf8-5424-433e-84e9-ed13aa35c559","56b9bc80-dd8b-4adb-a3b3-90535661f5bd",64,5,"Item malfunctioned or didn't work","2022-11-08"
"a715e17f-de5e-4b51-82af-d29bb68e0166","cde0b637-85b0-4c8f-85a8-b8b55dbf333e",305,11,"Received duplicate items","2023-10-28"
"3efee2ea-4d1c-4567-88f5-ee48696340f1","56536c19-f407-4aa5-a27c-cc92b04d6669",584,3,"Received the wrong product","2023-12-25"
"981604b3-fa69-41c4-9a70-2f2920778c9f","c0321442-00f9-4adb-8f91-e512e6172f54",131,12,"Product not as described","2022-11-24"
"e83a39e0-f52b-45a1-8666-a5a025d65d40","0ef6b21c-be95-42e4-9e9a-df5b4746ad90",917,3,"Item arrived damaged","2023-08-24"
"5fd02e98-13b3-4478-8b26-f65325077422","3f4144e1-36df-4ca8-bb74-529012b2186d",824,6,"Late delivery or shipping issues","2022-07-24"
"c2815446-c30a-4121-8023-6d57825877af","cff0abfd-979b-4bab-bfe1-1eb436ab4818",636,4,"Item malfunctioned or didn't work","2023-11-20"
"bfe9e44c-d566-44df-b8bd-cb6b2e226cfa","03e99e24-7884-43dd-9ec2-96323664abc8",1009,5,"Item arrived damaged","2023-03-05"
"b820b48c-7e11-4227-8f44-1dce1e415a51","d64d3bb1-d6a6-4f14-b93d-59ae243094ea",119,3,"Changed mind or no longer needed","2023-11-18"
"5d9e9f60-5140-41cd-9acd-00474822093b","7a5f6bad-6485-4576-915d-92f3ebf95aaa",388,10,"Item malfunctioned or didn't work","2021-07-05"
"947e541e-be67-4172-9a57-c2d9ceb36f1b","8ec48234-3823-437a-997e-fbc391a2dadd",125,10,"Item arrived damaged","2022-11-29"
"f82c1f2f-21b5-42f9-8606-9e3d1dd2862e","8316071f-578d-4a80-9918-702ab3272373",730,3,"Quality did not meet expectations","2023-11-30"
"9e99eb78-07dc-402f-9ddc-9e1d3a10e889","6a391805-859f-4cce-8b93-1cb0336154da",98,6,"Received duplicate items","2023-10-25"
"7ad22b3b-ffac-4521-9680-bde235e5907c","14431296-c768-4e37-8691-3d3e5d5085c6",979,11,"Received duplicate items","2023-07-30"
"1549ca0e-ad08-47cc-a298-a1faa2a10d0d","fb7733cc-9ade-4667-a5fb-48880e2843d5",696,12,"Item arrived damaged","2023-04-20"
"2e04aac3-92ad-4fc3-9120-00008750ae98","68b9522a-84b9-4c3c-9898-7c7aa1a667aa",615,4,"Late delivery or shipping issues","2023-02-15"
"cf2e67ea-c833-44b8-9fed-c88ef0552b05","84a45a4a-28e5-4b21-90a9-fa909b1b4086",679,2,"Product not as described","2024-01-23"
